"Scale","Covariate","Contrast","Sample_estimate","Sample_CI_low","Sample_CI_high","Population_estimate","Population_CI_low_design","Population_CI_high_design"
"Participation-margin CATE","Poverty cat.","Poor - High-income",0.0138153534403486,-0.0490528977123529,0.0785306596967389,0.0136219270005707,-0.0504805873861522,0.0777244413872937
"Participation-margin CATE","Poverty cat.","Near-poor - Low-income",0.0445839204941102,-0.0582689938424392,0.154216674804063,0.0418505071370192,-0.0641709304334146,0.147871944707453
"Participation-margin CATE","Poverty cat.","Near-poor - Middle-income",-0.0417315659968523,-0.140327830672717,0.0605723413536839,-0.0425801593943216,-0.142843288546996,0.0576829697583527
"Participation-margin CATE","Poverty cat.","Near-poor - High-income",-0.00262042413216262,-0.100021186719983,0.100128738044175,-0.00442892756680306,-0.103851060853016,0.0949932057194095
"Participation-margin CATE","Poverty cat.","Low-income - Middle-income",-0.0863154864909624,-0.135798358072841,-0.0358609721142767,-0.0844306665313408,-0.135507660554333,-0.0333536725083488
"Participation-margin CATE","Poverty cat.","Low-income - High-income",-0.0472043446262728,-0.0978730554863874,0.00354772858338114,-0.0462794347038223,-0.0969280072586495,0.0043691378510049
"Participation-margin CATE","Poverty cat.","Middle-income - High-income",0.0391111418646896,0.00402673202940854,0.0740560284726678,0.0381512318275185,0.00287999267950505,0.073422470975532
"Participation-margin CATE","Family income (weighted tertile)","Low-income tertile - Middle-income tertile",-0.00692203925031125,-0.0353447514448207,0.021249887400769,-0.00678872942841579,-0.0338121252241276,0.020234666367296
"Participation-margin CATE","Family income (weighted tertile)","Low-income tertile - High-income tertile",0.0238220952815713,-0.0148583974025659,0.061172574374915,0.0240914041306664,-0.0131504286480626,0.0613332369093953
"Participation-margin CATE","Family income (weighted tertile)","Middle-income tertile - High-income tertile",0.0307441345318825,0.0056254867905771,0.0552819055723565,0.0308801335590822,0.00593140443661699,0.0558288626815474
"Participation-margin CATE","Region","Northeast - Midwest",0.00914383314473577,-0.0370276677699345,0.0539839392450356,0.0057152141899054,-0.0410816012647318,0.0525120296445426
"Participation-margin CATE","Region","Northeast - South",-0.00801317236015462,-0.0489018116065404,0.0335197361552284,-0.013574808102772,-0.0556997829619832,0.0285501667564391
"Participation-margin CATE","Region","Northeast - West",-0.0131460684283081,-0.0572390116292659,0.0305674381080046,-0.0140699569756356,-0.0592522668938593,0.0311123529425881
"Participation-margin CATE","Region","Midwest - South",-0.0171570055048904,-0.0555389759590713,0.0207175129717955,-0.0192900222926774,-0.0569517712740738,0.018371726688719
"Participation-margin CATE","Region","Midwest - West",-0.0222899015730438,-0.0633458744951494,0.0189303433977845,-0.019785171165541,-0.0610149333873501,0.0214445910562681
"Participation-margin CATE","Region","South - West",-0.00513289606815343,-0.0413723471103992,0.0301588402452048,-0.00049514887286357,-0.0360505721774656,0.0350602744317385
"Participation-margin CATE","Marital status","Married - Not married",0.0287724065525287,0.000246149119919111,0.0587606043850816,0.032155085420773,0.00233936155058709,0.0619708092909588
"Participation-margin CATE","Marital status (detailed)","Married - Widowed",0.00726794655505669,-0.0652707439675015,0.0830704103043381,0.00617110138571343,-0.068255150242089,0.0805973530135159
"Participation-margin CATE","Marital status (detailed)","Married - Divorced",-0.00471086408215111,-0.0526790733115554,0.0461834087205881,-0.00586551967461519,-0.0557142329064765,0.0439831935572462
"Participation-margin CATE","Marital status (detailed)","Married - Separated",-0.0230569449132905,-0.130310063347498,0.0820067849720116,-0.0245101513165089,-0.131968943995004,0.0829486413619858
"Participation-margin CATE","Marital status (detailed)","Married - Never married",-0.0132859779582383,-0.0485725255678346,0.022874109099146,-0.014541031461687,-0.0508011131335323,0.0217190502101583
"Participation-margin CATE","Marital status (detailed)","Married - Under 16",0.124663002258578,0.0831143410501701,0.16644082593463,0.12630250160408,0.0845172268186794,0.168087776389482
"Participation-margin CATE","Marital status (detailed)","Widowed - Divorced",-0.0119788106372078,-0.0946557938634843,0.0695669405940741,-0.0120366210603286,-0.0950769909944653,0.0710037488738081
"Participation-margin CATE","Marital status (detailed)","Widowed - Separated",-0.0303248914683472,-0.151235199420657,0.0953947358884785,-0.0306812527022224,-0.155765849419103,0.0944033440146581
"Participation-margin CATE","Marital status (detailed)","Widowed - Never married",-0.020553924513295,-0.0963308787982852,0.0557488055018591,-0.0207121328474005,-0.0973634631348888,0.0559391974400879
"Participation-margin CATE","Marital status (detailed)","Widowed - Under 16",0.117395055703521,0.0389727179231024,0.192368199112765,0.120131400218367,0.0424756427883257,0.197787157648408
"Participation-margin CATE","Marital status (detailed)","Divorced - Separated",-0.0183460808311394,-0.132344080632289,0.0946656971755939,-0.0186446316418938,-0.132580795418251,0.0952915321344638
"Participation-margin CATE","Marital status (detailed)","Divorced - Never married",-0.00857511387608716,-0.0602270174218624,0.0444947521705263,-0.00867551178707183,-0.0611257263239717,0.043774702749828
"Participation-margin CATE","Marital status (detailed)","Divorced - Under 16",0.129373866340729,0.0706500924749423,0.184395958205369,0.132168021278696,0.0755672666184566,0.188768775938935
"Participation-margin CATE","Marital status (detailed)","Separated - Never married",0.00977096695505226,-0.0972891321475223,0.120923281404025,0.00996911985482193,-0.0992928357706067,0.119231075480251
"Participation-margin CATE","Marital status (detailed)","Separated - Under 16",0.147719947171868,0.0400055244136073,0.259519214692113,0.150812652920589,0.0400748438716012,0.261550461969578
"Participation-margin CATE","Marital status (detailed)","Never married - Under 16",0.137948980216816,0.0953589520834892,0.181910349255028,0.140843533065767,0.0965119464518159,0.185175119679719
